# name	lat	lon	modern_name	verses	slug	score
Mareshah	31.5930	34.8982	Tel Maresha	6	mareshah	1000
Maroth	31.6207	35.1135	Khirbet Qufin	1	maroth	18
Masrekah	29.9469	35.4636	Jebel el Musraq	2	masrekah	537
Massah	28.6231	33.8803	Wadi Rufaiyil	5	massah	318
Mattanah	31.5883	35.9079	Khirbet el Medeiyineh	2	mattanah	548
Me-jarkon	32.1039	34.7758	Yarkon River	1	me-jarkon	723
Mearah	33.5400	35.5836	Jezzine	1	mearah	375
Meconah	31.3503	34.9286	Khirbet Tatrit	1	meconah	159
Medeba	31.7161	35.7955	Madaba	5	medeba	1000
Media	34.8065	48.5162	Tell Hagmatana	11	media	1000
Megiddo	32.5853	35.1844	Tel Megiddo	12	megiddo	1000
Memphis	29.8488	31.2530	Memphis	8	memphis	1000
Mephaath	31.4997	35.9197	Umm ar Rasas	4	mephaath	465
Merathaim	32.5433	44.4222	Babylon	1	merathaim	1000
Meribah 1	30.6483	34.4222	Ain el Qudeirat	9	meribah-1	864
Meribah 2	28.6231	33.8803	Wadi Rufaiyil	3	meribah-2	379
Merom	33.0768	35.4324	Tell el Khirbeh	0	merom	394
Meronoth	31.8851	35.2164	Tell en Nasbeh	2	meronoth	401
Meroz	33.0322	35.5299	Khirbet Marus	1	meroz	14
Mesha	29.6109	41.5520	Massa	1	mesha	246
Meshech	39.6550	31.9942	Gordion	7	meshech	1000
Mesopotamia	36.8644	39.0328	Harran	7	mesopotamia	922
Metheg-ammah	31.6997	34.8469	Tell es Safi	1	metheg-ammah	343
Mezahab	31.8066	36.0508	Ad Duhaybah	2	mezahab	72
Michmash	31.8728	35.2769	Mukhmas	11	michmash	601
Michmethath	32.1772	35.2672	Khirbet en Nabi	2	michmethath	299
Middin	31.7415	35.4059	Khirbet Abu Tabaq	1	middin	418
Middle Gate	31.7767	35.2342	Jerusalem	1	middle-gate	862
Midian	28.4947	35.0122	Al Bad	51	midian	1000
Migdal-el	33.2217	35.4644	Majdel Selem	1	migdal-el	243
Migdal-gad	31.5372	34.9019	Khirbet el Mejdeleh	1	migdal-gad	323
Migdol 1	30.9648	32.4929	Tell el Herr	2	migdol-1	236
Migdol 2	30.9648	32.4929	Tell el Herr	2	migdol-2	227
Migdol 3	30.9648	32.4929	Tell el Herr	2	migdol-3	166
Migron 1	31.8692	35.2681	Tell Maryam	1	migron-1	206
Migron 2	31.8897	35.2714	between Aiath and Michmash	1	migron-2	145
Miletus	37.5311	27.2756	Miletus	3	miletus	1000
Millo	31.7767	35.2342	Jerusalem	6	millo	724
Minni	36.5703	46.2753	Qalaichi	1	minni	1000
Minnith	31.8202	35.8747	Umm el Hanafish	2	minnith	551
Misgab	31.1806	35.7014	Kerak	1	misgab	112
Mishal	32.8728	35.1513	Tell Keisan	3	mishal	466
Misrephoth-maim	33.3384	35.2450	Litani River	2	misrephoth-maim	260
Mithkah	30.6406	34.4111	Wadi Umm Hashim	2	mithkah	126
Mitylene	39.1105	26.5470	ancient theater at Mitylene	1	mitylene	1000
Mizpah 1	32.1185	35.7770	Jel‘ad	5	mizpah-1	171
Mizpah 2	33.4000	35.8500	Mount Hermon	1	mizpah-2	535
Mizpah 3	31.8851	35.2164	Tell en Nasbeh	32	mizpah-3	781
Mizpah 4	32.1185	35.7770	Jel‘ad	3	mizpah-4	82
Mizpeh 1	31.8851	35.2164	Tell en Nasbeh	1	mizpeh-1	781
Mizpeh 2	31.5026	34.7583	Tel Nagila	1	mizpeh-2	155
Mizpeh 3	31.1806	35.7014	Kerak	1	mizpeh-3	176
Moab 1	31.1806	35.7014	Kerak	162	moab-1	805
Moab 2	31.8402	35.6737	Tall el Hammam	12	moab-2	671
Moladah	31.2573	34.9214	Khirbet el Waten	4	moladah	416
Moreh 1	32.2136	35.2819	Tell Balatah	2	moreh-1	953
Moreh 2	32.6176	35.3487	Givat HaMoreh	1	moreh-2	770
Moresheth-gath	31.6334	34.9166	Tel Goded	3	moresheth-gath	467
Moriah	31.7778	35.2356	Mount Moriah	1	moriah	325
Mortar	31.7767	35.2342	Jerusalem	1	mortar	1000
Moseroth	30.8321	35.0569	Har Zin	3	moseroth	192
Most Holy Place 2	31.7778	35.2356	Mount Moriah	24	most-holy-place-2	1000
Mount Baal-hermon	33.4000	35.8500	Mount Hermon	1	mount-baal-hermon	1000
Mount Baalah	31.8414	34.7858	Mughar	1	mount-baalah	660
Mount Bashan	32.6667	36.7333	Jebel Druze	1	mount-bashan	436
Mount Carmel	32.6725	35.0233	Mount Carmel	18	mount-carmel	1000
Mount Ebal	32.2340	35.2733	Mount Ebal	5	mount-ebal	1000
Mount Ephraim	31.9228	35.2414	Beitin	3	mount-ephraim	716
Mount Ephron	31.7969	35.1442	Al Qastal	1	mount-ephron	658
Mount Esau	30.1843	35.3166	Jebel esh Shera	4	mount-esau	775
Mount Gerizim	32.1994	35.2728	Mount Gerizim	5	mount-gerizim	1000
Mount Gilboa	32.4339	35.4144	Mount Gilboa	8	mount-gilboa	1000
Mount Gilead	32.4339	35.4144	Mount Gilboa	1	mount-gilead	179
Mount Halak	30.9144	34.8287	Jebel Halaq	2	mount-halak	587
Mount Heres	31.7506	34.9747	Tel Bet Shemesh	1	mount-heres	388
Mount Hermon	33.4000	35.8500	Mount Hermon	16	mount-hermon	1000
Mount Hor 1	30.8321	35.0569	Har Zin	10	mount-hor-1	336
Mount Hor 2	33.4000	35.8500	Mount Hermon	2	mount-hor-2	288
Mount Horeb	28.5397	33.9733	Jebel Musa	17	mount-horeb	465
Mount Jearim	31.7811	35.0511	Kesla	1	mount-jearim	702
Mount Lebanon	34.2997	36.1164	Mount Lebanon	1	mount-lebanon	1000
Mount Mizar	33.4000	35.8500	Mount Hermon	1	mount-mizar	317
Mount Moriah	31.7778	35.2356	Mount Moriah	1	mount-moriah	1000
Mount Nebo	31.7667	35.7500	Jabal al Naba	2	mount-nebo	413
Mount of Olives	31.7779	35.2457	Mount of Olives	18	mount-of-olives	1000
Mount Paran	28.5397	33.9733	Jebel Musa	2	mount-paran	316
Mount Perazim	31.7852	35.2047	Sheikh Badr	1	mount-perazim	174
Mount Seir 1	30.1843	35.3166	Jebel esh Shera	34	mount-seir-1	775
Mount Seir 2	31.7966	35.0653	Shoresh	1	mount-seir-2	422
Mount Shepher	30.5066	34.3036	Wadi Lussan	2	mount-shepher	172
Mount Sinai	28.5397	33.9733	Jebel Musa	30	mount-sinai	465
Mount Tabor	32.6863	35.3929	Jebel et Tur	9	mount-tabor	1000
Mount Zalmon	32.2340	35.2733	Mount Ebal	1	mount-zalmon	257
Mount Zemaraim	31.9088	35.2117	Ras et Tahuneh	1	mount-zemaraim	207
Mount Zion	31.7717	35.2286	Mount Zion	25	mount-zion	1000
Mozah	31.7929	35.1642	Qalunya	1	mozah	417
Muster Gate	31.7767	35.2342	Jerusalem	1	muster-gate	1000
Myra	36.2592	29.9853	Myra	1	myra	1000
Mysia	40.0000	28.5000	Mysia	2	mysia	1000
Naamah 1	31.5653	34.8492	Tell ed Duweir	1	naamah-1	528
Naamah 2	15.3483	44.2064	Sheba	4	naamah-2	249
Naarah	31.8935	35.4248	Tell el Jisr	1	naarah	515
Naaran	31.8935	35.4248	Tell el Jisr	1	naaran	686
Nahalal	32.6791	35.1970	Horbat Sefan	3	nahalal	226
Nahaliel	31.6181	35.5672	Wadi Zerqa Main	1	nahaliel	339
Nahor	36.8644	39.0328	Harran	1	nahor	468
Nahuru	36.8644	39.0328	Harran	0	nahuru	922
Nain	32.6307	35.3501	Nein	1	nain	1000
Naioth	31.8543	35.2316	Al Ram	6	naioth	234
Naphoth-dor	32.6174	34.9164	Tel Dor	4	naphoth-dor	483
Nazareth	32.7021	35.2977	Nazareth	32	nazareth	1000
Neah	32.8042	35.4235	Nimrin	2	neah	241
Neapolis	40.9350	24.4150	Kavala	1	neapolis	1000
Neballat	31.9864	34.9589	Beit Nabala	1	neballat	824
Nebo 1	31.7491	35.7439	Khirbet al Mukhayyat	7	nebo-1	566
Nebo 2	31.6072	35.0367	Nuba	2	nebo-2	329
Nebo 3	31.6072	35.0367	Nuba	1	nebo-3	78
Negeb	31.2447	34.8408	Tel Beer Sheva	43	negeb	823
Nehelam	32.7500	36.2408	Alma	3	nehelam	7
Neiel	32.8926	35.2219	Khirbet Yanin	1	neiel	701
Nephtoah	31.7944	35.1966	Lifta	2	nephtoah	747
Netaim	31.6788	34.9339	Khirbet en Nuweiti	1	netaim	518
Netophah	31.6676	35.2210	Khirbet Badd Faluh	8	netophah	557
New Gate	31.7767	35.2342	Jerusalem	2	new-gate	1000
Nezib	31.5859	35.0098	Khirbet Beit Nesib esh Sharqiyyeh	1	nezib	788
Nibshan	31.6994	35.3814	Khirbet el Maqari	1	nibshan	280
Nicopolis	39.0235	20.7374	Nicopolis	1	nicopolis	1000
Nile	31.4653	30.3667	Nile River	45	nile	1000
Nimrah	31.9091	35.6387	Tall Bleibel	1	nimrah	578
Nimrim	31.1336	35.5267	Wadi en Numeirah	2	nimrim	608
Nimrod	36.3594	43.1528	Nineveh	1	nimrod	1000
Nineveh	36.3594	43.1528	Nineveh	30	nineveh	1000
Nob	31.7925	35.2442	Ras el Mesharif	7	nob	197
Nobah 1	32.7562	36.6190	Qanawat	1	nobah-1	798
Nobah 2	32.7562	36.6190	Qanawat	1	nobah-2	373
Nophah	31.1806	35.7014	Kerak	1	nophah	349
North	36.2267	36.1717	Antioch on the Orontes	10	north	1000
North Gate	31.7767	35.2342	Jerusalem	1	north-gate	1000
Nuhashe	35.7406	37.0467	Abu al Duhur	0	nuhashe	1000
Oboth	30.6167	35.1900	Ein Weibeh	4	oboth	361
Old Pool	31.7767	35.2342	Jerusalem	1	old-pool	1000
Ono	32.0272	34.8681	Kafr Ana	5	ono	758
Ophel	31.7753	35.2362	Ophel	5	ophel	1000
Ophir	18.2167	42.5000	southwestern Arabia	10	ophir	283
Ophni	31.9619	35.2156	Jifna	1	ophni	562
Ophrah 1	31.9544	35.3003	Taybeh	2	ophrah-1	786
Ophrah 2	32.6057	35.2900	Afula	5	ophrah-2	506
Paddan-aram	36.8644	39.0328	Harran	11	paddan-aram	527
Pamphylia	37.0000	31.0000	Pamphylia	5	pamphylia	1000
Paphos	34.7557	32.4042	New Paphos	2	paphos	1000
Parah	31.8348	35.3105	Khirbet Ein Fara	1	parah	449
Paran	30.3032	34.7767	Paran	8	paran	1000
Parbar	31.7767	35.2342	Jerusalem	1	parbar	1000
Parvaim	16.8719	43.7114	Farwah	1	parvaim	329
Patara	36.2603	29.3142	Patara	1	patara	1000
Pathros	24.1000	32.7000	Upper Egypt	5	pathros	1000
Patmos	37.3250	26.5417	Patmos	1	patmos	1000
Pau	31.1214	35.1900	Wadi Fai	2	pau	367
Pekod	31.3611	47.4496	mouth of Nahr al Kassarah	2	pekod	1000
Pelusium	31.0425	32.5461	Tell el Farama	2	pelusium	1000
Penuel	32.1870	35.6921	Tell edh Dhahab esh Sherqiyeh	6	penuel	694
People’s Gate	31.7767	35.2342	Jerusalem	1	peoples-gate	1000
Peor	31.7770	35.7385	Khirbet Ayun Musa	8	peor	245
Perez-uzzah	31.7767	35.2342	Jerusalem	2	perez-uzzah	1000
Perga	36.9604	30.8537	Perga	3	perga	1000
Pergamum	39.1322	27.1842	Pergamon	2	pergamum	1000
Persia	34.8065	48.5162	Tell Hagmatana	27	persia	1000
Pethor	36.7014	38.0865	Til Barsip	2	pethor	408
Pharpar	33.3136	36.0555	Awaj River	1	pharpar	600
Philadelphia	38.3500	28.5167	Alaşehir	2	philadelphia	1000
Philippi	41.0121	24.2846	Philippi	4	philippi	1000
Philistia	31.6639	34.5458	Tel Ashkelon	22	philistia	1000
Phoenicia	33.2708	35.1961	Tyre	4	phoenicia	1000
Phoenix	35.2000	24.0722	Finikas	1	phoenix	521
Phrygia	39.0000	31.0000	Phrygia	3	phrygia	1000
Pi-beseth	30.5728	31.5100	Tell Basteh	1	pi-beseth	1000
Pi-hahiroth	30.2252	32.4695	plain near Jabal Jinayfah	4	pi-hahiroth	103
Pirathon	32.1906	35.1658	Farata	5	pirathon	726
Pisgah	31.7678	35.7256	Rujm Siyaghah	8	pisgah	453
Pishon	17.1197	42.4164	Wadi Baysh	1	pishon	145
Pisidia	38.3061	31.1892	Antioch in Pisidia	2	pisidia	1000
Pithom	30.5475	31.9636	Tell er Retaba	1	pithom	419
Pitru	36.7014	38.0865	Til Barsip	0	pitru	409
Pontus	40.6800	37.8300	Pontus	3	pontus	1000
Potsherd Gate	31.7767	35.2342	Jerusalem	1	potsherd-gate	608
Ptolemais	32.9214	35.0692	Acre	1	ptolemais	1000
Punon	30.6277	35.4936	Khirbet Faynan	2	punon	755
Punt	11.5950	43.1481	Djibouti	0	punt	430
Put	32.8209	21.8512	Cyrene	6	put	632
Puteoli	40.8261	14.1206	Pozzuoli	1	puteoli	1000
Raamah	17.4773	44.1794	Najran	1	raamah	382
Rabbah 1	31.9547	35.9343	Amman	17	rabbah-1	1000
Rabbah 2	31.8270	34.9876	Khirbet Hamideh	1	rabbah-2	303
Rabbith	32.6973	35.3775	Horvat Devora	1	rabbith	320
Racal	31.4229	35.1330	Khirbet el Kirmil	1	racal	515
Ragmat	17.4773	44.1794	Najran	0	ragmat	1000
Rakkath	32.8064	35.5258	Tel Raqqat	1	rakkath	562
Rakkon	32.1308	34.7873	Tell er Reqqeit	1	rakkon	352
Ramah 1	31.8543	35.2316	Al Ram	16	ramah-1	723
Ramah 2	33.1108	35.3106	Ramyah	1	ramah-2	365
Ramah 3	32.9262	35.4011	Khirbet Zeitun er Rameh	1	ramah-3	392
Ramah 4	31.8543	35.2316	Al Ram	13	ramah-4	343
Ramah 5	32.4999	36.0150	Tall er Rumeith	2	ramah-5	796
Ramah 6	31.2328	34.9867	Tel Ira	1	ramah-6	226
Ramah 7	31.8543	35.2316	Al Ram	1	ramah-7	805
Ramah 8	31.8231	35.2307	Tel el Ful	1	ramah-8	669
Ramah 9	31.8543	35.2316	Al Ram	1	ramah-9	179
Ramath-lehi	31.7488	35.0010	Khirbet es Siyyagh	1	ramath-lehi	470
Ramath-mizpeh	32.1185	35.7770	Jel‘ad	1	ramath-mizpeh	194
Ramathaim-zophim	31.8543	35.2316	Al Ram	1	ramathaim-zophim	263
Rameses	30.7994	31.8342	Qantir	5	rameses	509
Ramoth 1	32.5956	35.5214	Kokab el Hawa	1	ramoth-1	352
Ramoth 2	31.2092	35.1657	Horbat Uza	1	ramoth-2	220
Ramoth 3	32.4999	36.0150	Tall er Rumeith	4	ramoth-3	808
Ramoth-gilead	32.4999	36.0150	Tall er Rumeith	20	ramoth-gilead	808
Recah	31.7043	35.2076	Bethlehem	1	recah	674
Red Sea 1	28.7500	33.0000	Gulf of Suez	21	red-sea-1	369
Red Sea 2	28.7500	34.7500	Gulf of Aqaba	5	red-sea-2	1000
Red Sea 3	28.7500	33.0000	Gulf of Suez	3	red-sea-3	776
Rehob 1	34.0089	36.1453	Beqaa Valley	2	rehob-1	182
Rehob 2	33.1144	35.2908	Tell el Balat	1	rehob-2	240
Rehob 3	32.9014	35.1694	Tell Bir el Gharbi	4	rehob-3	428
Rehoboth 1	31.0311	34.5658	Ruheibeh	1	rehoboth-1	556
Rehoboth 2	30.9332	35.6109	Ras Rihab	2	rehoboth-2	421
Rehoboth-Ir	36.3594	43.1528	Nineveh	1	rehoboth-ir	519
Rekem	31.8105	35.1742	Feldstein et al Site 43	1	rekem	206
Remeth	32.5956	35.5214	Kokab el Hawa	1	remeth	198
Rephidim	28.6231	33.8803	Wadi Rufaiyil	5	rephidim	379
Resen	36.1437	43.3145	Qaryat as Salamiyah	1	resen	176
Rezeph	35.6278	38.7564	Resafa	2	rezeph	609
Rhegium	38.1088	15.6441	Reggio Calabria	1	rhegium	1000
Rhodes 1	36.4402	28.2109	Rhodes	1	rhodes-1	471
Rhodes 2	36.4402	28.2109	Rhodes	1	rhodes-2	766
Riblah 1	34.4595	36.5726	Rableh	11	riblah-1	948
Riblah 2	33.5369	36.3661	Arbin	1	riblah-2	38
Rimmon 1	31.8476	35.3051	El Jai Cave	4	rimmon-1	290
Rimmon 2	31.3833	34.8656	Tel Halif	4	rimmon-2	404
Rimmon 3	32.7881	35.3106	Rumana	1	rimmon-3	647
Rimmon-perez	29.5402	34.6543	Naqb al Biyar	2	rimmon-perez	144
Rimmono	32.7881	35.3106	Rumana	1	rimmono	647
Rissah	28.0260	35.2480	Sharma	2	rissah	469
Rithmah	29.0337	34.1255	Wadi Ratamah	2	rithmah	235
River 2	31.0043	47.4420	Euphrates River	1	river-2	789
River 3	31.0270	35.4853	Wadi al Hasa	2	river-3	267
Rock of Escape	31.4515	35.2329	Wadi Malaqi	1	rock-of-escape	573
Rogelim	32.5279	35.7806	Zaharet	2	rogelim	313
Rome	41.8922	12.4852	Rome	15	rome	1000
Rumah	32.7889	35.2932	Horbat Rumah	1	rumah	598
Sahar	33.5508	36.1397	Sahl as Sahra	1	sahar	486
Salamis	35.1849	33.9019	Salamis	1	salamis	1000
Salecah	32.4939	36.7105	Salkhad	4	salecah	716
Salem	31.7767	35.2342	Jerusalem	4	salem	1000
Salim	32.3992	35.5264	Tel Shalem	1	salim	215
Salmone	35.3160	26.3116	Cape Sideros	1	salmone	1000
Salona	43.5394	16.4831	Salona	0	salona	1000
Salt Sea	31.5000	35.5000	Dead Sea	21	salt-sea	1000
Samaria 1	32.2761	35.1950	Samaria	113	samaria-1	1000
Samaria 2	32.2761	35.1950	Samaria	13	samaria-2	1000
Samos	37.7500	26.8333	Samos	1	samos	1000
Samothrace	40.4500	25.5833	Samothraki	1	samothrace	1000
Sansannah	31.3445	34.9014	Khirbet esh Shamsaniyat	1	sansannah	581
Saparda	39.0000	32.0000	Asia Minor	0	saparda	179
Saparre	32.1261	45.2308	Nippur	0	saparre	1000
Sardis	38.4883	28.0403	Sardis	3	sardis	1000
Sarid	32.6604	35.2342	Tel Shadud	2	sarid	760
Scythia	44.9428	34.1206	Scythian Neapolis	0	scythia	1000
Sea of Egypt	30.3383	32.3778	Bitter Lakes	1	sea-of-egypt	179
Sea of Galilee	32.8189	35.5900	Sea of Galilee	10	sea-of-galilee	1000
Sea of Jazer	32.0064	35.7350	Khirbet Jazzir	1	sea-of-jazer	108
Secacah	31.7168	35.3916	Khirbet es Samrah	1	secacah	398
Second Quarter	31.7767	35.2342	Jerusalem	4	second-quarter	1000
Secu	31.9374	35.1447	between Gibeah and Ramah	1	secu	1000
Seirah	31.9878	35.3332	hills of Ephraim	2	seirah	465
Sela 1	30.7809	35.5745	Sela	2	sela-1	165
Sela 2	30.7809	35.5745	Sela	2	sela-2	437
Sela 3	30.7809	35.5745	Sela	1	sela-3	126
Seleucia	36.1240	35.9220	Seleucia Pieria	1	seleucia	1000
Senaah	31.9472	35.3997	Khirbet el Aujah el Foqa	3	senaah	46
Seneh	31.8531	35.2862	Seneh	1	seneh	1000
Senir	33.4000	35.8500	Mount Hermon	4	senir	1000
Sephar	14.2139	44.4029	Zafar	1	sephar	335
Sepharad	38.4883	28.0403	Sardis	1	sepharad	506
Sepharvaim	34.4011	36.6364	between Damascus and Hamath	6	sepharvaim	393
Serpent’s Stone	31.7672	35.2360	Bir Ayub	1	serpents-stone	793
Shaalbim	31.8698	34.9871	Salbit	3	shaalbim	791
Shaalbon	31.8698	34.9871	Salbit	2	shaalbon	644
Shaalim	31.8698	34.9871	Salbit	1	shaalim	299
Shaaraim 1	31.7355	35.0276	Khirbet es Sira	2	shaaraim-1	407
Shaaraim 2	31.4670	34.4041	Tall al Ajjul	1	shaaraim-2	254
Shahazumah	32.5418	35.3666	El Karm	1	shahazumah	265
Shalishah	32.1525	35.0442	Kafr Thulth	1	shalishah	208
Shallecheth	31.7767	35.2342	Jerusalem	1	shallecheth	907
Shamir 1	31.4184	34.9318	Khirbet Sumara	1	shamir-1	287
Shamir 2	32.2761	35.1950	Samaria	2	shamir-2	263
Shaphir	31.7132	34.7042	Tell as Sawafir	1	shaphir	242
Sharon 1	32.4000	34.8830	Sharon Plain	6	sharon-1	1000
Sharon 2	31.9547	35.9343	Transjordan	1	sharon-2	466
Sharuhen	31.4670	34.4041	Tall al Ajjul	1	sharuhen	418
Shaveh-kiriathaim	31.5406	35.6861	Al Qurayyat	1	shaveh-kiriathaim	306
Sheba 1	15.3483	44.2064	Sheba	18	sheba-1	1000
Sheba 2	31.2447	34.8408	Tel Beer Sheva	1	sheba-2	330
Shebarim	31.9073	35.3106	western cliff of Wadi Makkuk	1	shebarim	192
Shechem	32.2136	35.2819	Tell Balatah	45	shechem	1000
Sheep Gate	31.7767	35.2342	Jerusalem	4	sheep-gate	1000
Shema	31.2447	34.8408	Tel Beer Sheva	1	shema	57
Shen	31.9986	35.2603	Burj el Isaneh	1	shen	465
Shepham	34.3967	36.3871	Hermel	3	shepham	38
Shephelah	31.6917	34.8750	Shephelah	19	shephelah	1000
Sheshach	32.5433	44.4222	Babylon	2	sheshach	1000
Shihor 1	31.0425	32.5461	Pelusiac branch of the Nile	2	shihor-1	446
Shihor 2	31.0425	32.5461	Pelusiac branch of the Nile	1	shihor-2	310
Shihor-libnath	32.8167	35.0333	mouth of the Kishon River	1	shihor-libnath	237
Shikkeron	31.8215	34.8120	Tell el Ful	1	shikkeron	786
Shilhim	31.4670	34.4041	Tall al Ajjul	1	shilhim	218
Shiloah	31.7706	35.2350	Pool of Siloam	1	shiloah	1000
Shiloh	32.0557	35.2895	Khirbet Seilun	37	shiloh	1000
Shimron	32.7039	35.2133	Tel Shimron	2	shimron	829
Shimron-meron	32.7039	35.2133	Tel Shimron	1	shimron-meron	531
Shinar	32.5433	44.4222	Babylon	8	shinar	1000
Shion	32.6542	35.5069	Sirin	1	shion	278
Shittim	31.8402	35.6737	Tall el Hammam	5	shittim	671
Shoa	31.0043	47.4421	mouth of the Tigris River	1	shoa	706
Shual	31.9544	35.3003	Taybeh	1	shual	373
Shunem	32.6056	35.3343	Sulam	9	shunem	1000
Shur	30.4933	32.9567	Ar Ruwaysat	6	shur	554
Sibmah	31.7824	35.7613	Qarn al Qubish	6	sibmah	479
Sibraim	34.4011	36.6364	between Damascus and Hamath	1	sibraim	1013
Sidon	33.5610	35.3719	Sandikli archaeological site in Sidon	37	sidon	1000
Silla	31.7767	35.2342	Jerusalem	1	silla	724
Siloam	31.7706	35.2350	Pool of Siloam	5	siloam	1000
Sin	29.1478	33.5367	Debbet er Ramleh	4	sin	311
Siphmoth	31.4008	35.0671	As Samu	1	siphmoth	722
Sirah	31.5419	35.0988	Ain Sarah	1	sirah	502
Sitnah	31.0311	34.5725	Sutnet er Ruheibeh	1	sitnah	173
Smyrna	38.4189	27.1378	Izmir	2	smyrna	1000
Socoh 1	31.6822	34.9749	Tel Socho	4	socoh-1	1000
Socoh 2	31.4009	35.0061	Khirbet Shuweikah	1	socoh-2	819
Socoh 3	32.3421	35.0320	Khirbet Shuweikat er Ras	1	socoh-3	788
Sodom	31.2085	35.4492	south of the Lisan	50	sodom	250
Solomon’s Portico	31.7767	35.2342	Jerusalem	3	solomons-portico	1000
South 1	31.2447	34.8408	Tel Beer Sheva	1	south-1	823
South 2	15.3483	44.2064	Sheba	2	south-2	1000
South 3	31.1825	29.8965	Alexandria	12	south-3	1000
South Gate	31.7767	35.2342	Jerusalem	1	south-gate	1000
Spain	40.2100	-4.3500	Hispania	2	spain	1000
Sparta	37.0819	22.4236	Sparta	0	sparta	1000
Straight Street	33.5092	36.3114	Straight Street	1	straight-street	1000
Succoth 1	32.1966	35.6212	Tell Deir Alla	10	succoth-1	600
Succoth 2	30.5527	32.0990	Tell el Maskhuta	4	succoth-2	206
Suph	28.7500	34.7500	Gulf of Aqaba	1	suph	353
Suphah	31.6656	35.8175	Sufeh	1	suphah	238
Sur	31.7767	35.2342	Jerusalem	1	sur	1000
Susa	32.1892	48.2578	Shush	20	susa	1000
Sutu	31.0043	47.4421	mouth of the Tigris River	0	sutu	1000
Sychar	32.2178	35.2890	Askar	1	sychar	620
Syene	24.0889	32.8997	Aswan	3	syene	1000
Syracuse	37.0639	15.2931	Syracuse	1	syracuse	1000
Syria 1	33.5111	36.3064	Damascus	89	syria-1	1000
Syria 2	33.5111	36.3064	Damascus	8	syria-2	1000
Syrtis	31.5000	18.0000	Sidra	1	syrtis	1000
Taanach	32.5215	35.2191	Tell Ta’anakh	7	taanach	1000
Taanath-shiloh	32.1763	35.3709	Khirbet Tana el Fauqa	1	taanath-shiloh	626
Tabbath	32.2868	35.6189	Ras Abu Tabat	1	tabbath	298
Tabbur-erez	32.1994	35.2728	Mount Gerizim	1	tabbur-erez	1000
Taberah	28.7887	34.2754	Erweis el Ebeirig	2	taberah	104
Tabor 2	32.6834	35.3242	Iksal	1	tabor-2	232
Tabor 3	31.9228	35.2414	Beitin	1	tabor-3	464
Tadmor	34.5470	38.2740	Palmyra	1	tadmor	1000
Tahath	30.6406	34.4111	Wadi Umm Hashim	2	tahath	91
Tahpanhes	30.8606	32.1714	Tell Defenneh	7	tahpanhes	1000
Tamar 1	30.8087	35.2459	En Hazeva	1	tamar-1	527
Tamar 2	30.8087	35.2459	En Hazeva	3	tamar-2	757
Tappuah 1	32.1041	35.2301	Tell Abu Zarad	3	tappuah-1	690
Tappuah 2	31.6955	34.9960	Bayt Nattif	1	tappuah-2	138
Taralah	31.8475	35.2360	Khirbet Erha	1	taralah	553
Tarshish 1	37.2719	-6.9442	Huelva	16	tarshish-1	418
Tarshish 2	37.2719	-6.9442	Huelva	5	tarshish-2	90
Tarsus	36.9130	34.8921	Tarsus	5	tarsus	1000
Tartessos	37.2719	-6.9442	Huelva	0	tartessos	1000
Tegarama	38.7225	37.2775	Gürün	0	tegarama	305
Tekoa	31.6325	35.2105	Khirbet Teku’a	14	tekoa	1000
Tel-abib	32.1261	45.2308	Nippur	1	tel-abib	585
Tel-harsha	32.1261	45.2308	Nippur	2	tel-harsha	451
Tel-melah	32.1261	45.2308	Nippur	2	tel-melah	381
Telassar	36.7014	38.0865	Til Barsip	2	telassar	347
Telem	31.1421	34.9122	Khirbet Abu Tulul	2	telem	123
Tema	27.6297	38.5516	Tayma	3	tema	1000
Teman	30.3310	35.4848	Tawilan	6	teman	223
Terah	30.6406	34.4111	Wadi Umm Hashim	2	terah	126
Thapsacus	35.9500	38.1667	Dibseh	0	thapsacus	816
The Lord Is There	31.7767	35.2342	Jerusalem	1	the-lord-is-there	1000
The Lord Will Provide	31.7778	35.2356	Mount Moriah	1	the-lord-will-provide	444
Thebes	25.7206	32.6103	Thebes	6	thebes	1000
Thebez	32.3222	35.3686	Tubas	2	thebez	611
Thelme	31.3167	45.2833	Samawah	0	thelme	179
Thessalonica	40.6378	22.9458	Thessaloniki	9	thessalonica	1000
Thisbe	33.0286	35.5397	between Kedesh-naphtali and Hazor	0	thisbe	506
Three Taverns	41.5619	12.8739	Three Taverns	1	three-taverns	1000
Thyatira	38.9202	27.8365	Akhisar	4	thyatira	1000
Tiberias	32.7736	35.5442	Tiberias	1	tiberias	1000
Tibhath	34.3639	36.4156	between Baalbek and Kadesh	2	tibhath	454
Tigris	31.0043	47.4421	Tigris River	2	tigris	1000
Timnah 1	31.7848	34.9103	Tel Batash	9	timnah-1	836
Timnah 2	31.4094	35.1338	Tel Main	1	timnah-2	516
Timnah 3	31.7848	34.9103	Tel Batash	3	timnah-3	238
Timnath-heres	32.0081	35.1073	Khirbet Tibnah	3	timnath-heres	809
Tiphsah 1	35.9500	38.1667	Dibseh	1	tiphsah-1	615
Tiphsah 2	32.1041	35.2301	Tell Abu Zarad	1	tiphsah-2	403
Tirzah	32.2874	35.3378	Tell el Farah	13	tirzah	834
Tishbe	33.0286	35.5397	between Kedesh-naphtali and Hazor	4	tishbe	8
